name,team,position,age,fantasycalcId,sleeperId,mflId,value,overallRank,positionRank,trend30day
Jonathan Mingo,DAL,WR,23.9,9867,10225,16197,176,386,134,-56
Hendon Hooker,DET,QB,27.2,9881,9998,16151,174,387,56,32
Mason Rudolph,TEN,QB,29.7,4357,4972,13595,172,388,57,134
Dawson Knox,BUF,TE,28.4,1787,5906,14143,167,389,53,-39
Grant Calcaterra,PHI,TE,26.3,8573,8177,15804,150,390,54,35
Antonio Williams,null,WR,null,12639,12461,UNK,148,391,135,-2
Kendrick Bourne,NE,WR,29.6,1449,4454,13418,142,392,136,105
Bub Means,NO,WR,24.2,11896,11748,16751,141,393,137,7
Ty Johnson,BUF,RB,27.5,607,6039,14095,130,394,101,-54
Devontez Walker,BAL,WR,23.8,11777,11629,16621,124,395,138,-32
Marcus Mariota,WAS,QB,31.4,7818,2307,12141,122,396,58,48
Trey Lance,DAL,QB,24.9,4875,7610,15240,120,397,59,7
Joe Flacco,IND,QB,40.2,2323,19,9064,118,398,60,6
Greg Dortch,ARI,WR,26.8,938,5970,14108,116,399,139,9
Dylan Laube,LV,RB,25.3,11768,11574,16613,112,400,102,81
Trey Palmer,TB,WR,24,9855,9492,16199,111,401,140,-145
Samaje Perine,KC,RB,29.5,3463,4147,13133,108,402,103,108
Jacob Cowing,SF,WR,24.1,11778,11616,16640,106,403,141,-29
Tyrod Taylor,NYJ,QB,35.7,4418,827,10413,100,404,61,80
Jordan Travis,NYJ,QB,24.9,11756,11567,16589,94,405,62,-38
Curtis Samuel,BUF,WR,28.6,3438,4082,13157,94,406,142,-101
Darnell Washington,PIT,TE,23.6,9923,9479,16216,92,407,55,-23
Colby Parkinson,LAR,TE,26.2,6289,6865,14871,86,408,56,89
Olamide Zaccheaus,WAS,WR,27.7,205,6271,14592,85,409,143,-5
Jacoby Brissett,NE,QB,32.3,2042,3257,12616,83,410,63,63
Tommy Tremble,CAR,TE,24.8,7388,7694,15332,81,411,57,2
KaVontae Turpin,DAL,WR,28.6,4302,8917,15981,80,412,144,82
Ty Chandler,MIN,RB,26.9,8117,8230,15723,77,413,104,-110
Jimmy Garoppolo,LAR,QB,33.4,2899,1837,11760,71,414,64,51
Greg Dulcich,NYG,TE,25,3550,8172,15797,69,415,58,71
Jared Wiley,KC,TE,24.4,11732,11595,16648,66,416,59,-97
Davis Allen,LAR,TE,24.1,9980,10214,16219,64,417,60,66
Chris Rodriguez,WAS,RB,25.5,9831,10219,16174,64,418,105,29
Xavier Hutchinson,HOU,WR,24.8,9854,10218,16201,60,419,145,-71
Rasheen Ali,BAL,RB,24.1,11727,11570,16746,59,420,106,4
Allen Lazard,NYJ,WR,29.3,5460,5185,13632,56,421,146,-52
Andy Dalton,CAR,QB,37.4,2030,829,10313,55,422,65,-35
Israel Abanikanda,SF,RB,22.5,9845,9227,16168,55,423,107,55
Dorian Thompson-Robinson,CLE,QB,25.4,9945,10862,16158,52,424,66,16
Michael Gallup,null,WR,29.1,3417,5038,13646,51,425,147,52
Jake Browning,CIN,QB,29,438,6111,14358,46,426,67,48
Tim Patrick,DET,WR,31.3,4730,4351,13377,45,427,148,-16
Clyde Edwards-Helaire,null,RB,26,8140,6820,14803,40,428,108,-16
Foster Moreau,NO,TE,27.9,8342,5985,14239,39,429,61,-32
Jamari Thrash,CLE,WR,24.3,11755,11633,16624,34,430,149,35
Elijah Higgins,ARI,TE,24.4,9825,10231,16333,33,431,62,34
Michael Carter,ARI,RB,25.9,4611,7607,15258,32,432,109,6
Tahj Washington,MIA,WR,23.9,11936,11821,16792,30,433,150,-4
Daniel Bellinger,NYG,TE,24.5,2752,8225,15873,26,434,63,-23
Jaheim Bell,NE,TE,23.8,11741,11605,16646,25,435,64,-4
Kenny McIntosh,SEA,RB,25.1,9850,10216,16170,22,436,110,22
Brenden Rice,LAC,WR,23,11710,11621,16623,22,437,151,-82
Tanner McKee,PHI,QB,24.9,9940,9230,15702,19,438,68,-4
Deuce Vaughn,DAL,RB,23.4,9900,9505,16176,18,439,111,18
Tyson Bagent,CHI,QB,24.8,11408,11256,16384,15,440,69,2
Josh Whyle,TEN,TE,25.5,9961,10212,16312,14,441,65,15
Jeremy Ruckert,NYJ,TE,24.6,4210,8145,15796,5,442,66,6
Tom Brady,null,QB,47.7,7732,167,5848,2,443,70,3
